CohortMonth,CustomerID,TotalRevenue
01-01-2011,16554,837.1
01-01-2011,16567,865.6
01-01-2011,16600,813.52
01-01-2011,16655,3789.52
01-01-2011,16670,4095.9
01-01-2011,16676,1592.1200000000001
01-01-2011,16701,5398.3
01-01-2011,16735,2247.41
01-01-2011,16748,1515.9
01-01-2011,16771,2242.61
01-01-2011,16791,1705.78
01-01-2011,16833,1106.53
01-01-2011,16850,332.41
01-01-2011,16875,2095.53
01-01-2011,16889,1578.67
01-01-2011,17048,925.35
01-01-2011,17095,1324.16
01-01-2011,17114,801.12
01-01-2011,17128,157.09
01-01-2011,17284,1647.48
01-01-2011,17315,6281.23
01-01-2011,17338,6493.54
01-01-2011,17364,4462.68
01-01-2011,17365,4767.36
01-01-2011,17368,1878.87
01-01-2011,17389,31833.68
01-01-2011,17457,1737.7
01-01-2011,17555,480.31
01-01-2011,17569,344.14
01-01-2011,17585,1116.68
01-01-2011,17634,2358.59
01-01-2011,17707,152.4
01-01-2011,17739,2791.35
01-01-2011,17742,355.11
01-01-2011,17800,1187.21
01-01-2011,17811,7761.82
01-01-2011,17849,605.8000000000001
01-01-2011,18032,73.5
01-01-2011,18062,720.52
01-01-2011,18095,580.0500000000001
01-01-2011,18097,2662.4
01-01-2011,18171,1231.31
01-01-2011,18179,1793.17
01-01-2011,18198,5425.56
01-01-2011,18226,5228.05
01-01-2011,18260,2628.35
01-01-2011,18283,2045.53
01-02-2011,12350,334.4
01-02-2011,12373,364.6
01-02-2011,12388,2780.66
01-02-2011,12401,84.3
01-02-2011,12410,693.3299999999999
01-02-2011,12414,562.41
01-02-2011,12462,1189.59
01-02-2011,12464,1212.05
01-02-2011,12477,13219.74
01-02-2011,12502,3723.87
01-02-2011,12559,561.71
01-02-2011,12561,238.85
01-02-2011,12576,1315.83
01-02-2011,12599,1032.58
01-02-2011,12676,1331.39
01-02-2011,12721,2656.13
01-02-2011,12754,3010.74
01-02-2011,12775,1386.04
01-02-2011,12836,2610.36
01-02-2011,12842,1118.99
01-02-2011,12857,1106.4
01-02-2011,12897,216.5
01-02-2011,12929,117.85
01-02-2011,12956,108.07
01-02-2011,12990,409.5
01-02-2011,13098,28882.44
01-02-2011,13110,1488.67
01-02-2011,13133,109.8
01-02-2011,13137,3603.29
01-02-2011,13208,1217.65
01-02-2011,13309,1456.79
01-02-2011,13334,3502.32
01-02-2011,13394,2520.02
01-02-2011,13494,316.26000000000005
01-02-2011,13539,631.34
01-02-2011,13581,118.0
01-02-2011,13584,142.4
01-02-2011,13590,1981.92
01-02-2011,13606,276.75
01-02-2011,13706,330.79
01-02-2011,13725,1980.56
01-02-2011,13728,1016.14
01-02-2011,13800,558.32
01-02-2011,13802,4599.42
01-02-2011,13809,155.05
01-02-2011,13819,1140.35
01-02-2011,13824,1698.94
01-02-2011,13871,6403.25
01-02-2011,13873,389.6
01-02-2011,13875,1786.79
01-02-2011,13881,17159.52
01-02-2011,13894,564.62
01-02-2011,13911,2580.91
01-02-2011,13939,568.55
01-02-2011,13955,322.96
01-02-2011,14044,646.42
01-02-2011,14048,409.93
01-02-2011,14127,709.71
01-02-2011,14188,2054.36
01-02-2011,14194,11349.52
01-02-2011,14233,1462.72
01-02-2011,14309,2352.53
01-02-2011,14410,1100.27
01-02-2011,14411,1063.0
01-02-2011,14415,5855.57
01-02-2011,14431,470.36
01-02-2011,14438,131.9
01-02-2011,14457,113.64
01-02-2011,14460,434.34
01-02-2011,14465,1038.44
01-02-2011,14475,925.85
01-02-2011,14497,475.37
01-02-2011,14534,4397.3
01-02-2011,14540,952.66
01-02-2011,14549,289.24
01-02-2011,14555,312.54
01-02-2011,14560,2237.77
01-02-2011,14562,5006.77
01-02-2011,14600,393.33000000000004
01-02-2011,14646,280206.02
01-02-2011,14665,1835.7
01-02-2011,14735,6065.69
01-02-2011,14778,730.86
01-02-2011,14798,173.74
01-02-2011,14842,2824.69
01-02-2011,14850,325.75
01-02-2011,15090,381.32
01-02-2011,15114,2760.56
01-02-2011,15133,982.42
01-02-2011,15199,1268.7
01-02-2011,15203,1827.8
01-02-2011,15226,154.41
01-02-2011,15240,1706.57
01-02-2011,15270,2379.49
01-02-2011,15406,510.71000000000004
01-02-2011,15407,1046.74
01-02-2011,15421,950.36
01-02-2011,15550,575.63
01-02-2011,15577,258.88
01-02-2011,15589,478.53000000000003
01-02-2011,15687,2993.1
01-02-2011,15753,79.2
01-02-2011,15781,345.46
01-02-2011,15796,2708.61
01-02-2011,15797,2207.4
01-02-2011,15809,515.77
01-02-2011,15843,118.95000000000002
01-02-2011,15854,2969.12
01-02-2011,15885,379.35
01-02-2011,15940,35.8
01-02-2011,15970,314.1
01-02-2011,15971,4199.85
01-02-2011,15981,3408.48
01-02-2011,16027,934.62
01-02-2011,16030,331.24
01-02-2011,16037,855.02
01-02-2011,16109,611.88
01-02-2011,16110,1320.95
01-02-2011,16156,3092.04
01-02-2011,16321,373.65000000000003
01-02-2011,16332,1582.8
01-02-2011,16333,26626.8
01-02-2011,16378,362.95
01-02-2011,16405,167.25
01-02-2011,16419,958.71
01-02-2011,16425,302.7
01-02-2011,16458,3482.7400000000002
01-02-2011,16515,1624.14
01-02-2011,16553,5719.82
01-02-2011,16570,3738.4
01-02-2011,16607,3347.71
01-02-2011,16612,1187.66
01-02-2011,16684,66653.56
01-02-2011,16686,2959.88
01-02-2011,16705,14034.99
01-02-2011,16711,1651.03
01-02-2011,16716,901.2
01-02-2011,16745,7180.7
01-02-2011,16842,1264.19
01-02-2011,16938,2711.6800000000003
01-02-2011,16945,4345.5
01-02-2011,16951,1277.75
01-02-2011,16997,702.0
01-02-2011,16998,295.0
01-02-2011,17035,433.53000000000003
01-02-2011,17071,2429.03
01-02-2011,17083,1405.78
01-02-2011,17105,665.78
01-02-2011,17147,1714.59
01-02-2011,17162,1715.46
01-02-2011,17214,1059.1200000000001
01-02-2011,17226,393.49
01-02-2011,17230,3638.41
01-02-2011,17291,550.8000000000001
01-02-2011,17293,1854.06
01-02-2011,17302,1135.63
01-02-2011,17314,2527.92
01-02-2011,17334,307.02
01-02-2011,17337,1981.06
01-02-2011,17356,178.22
01-02-2011,17358,360.81
01-02-2011,17362,312.23
01-02-2011,17376,203.2
01-02-2011,17392,417.27
01-02-2011,17446,120.9
01-02-2011,17507,605.58
01-02-2011,17512,2924.9900000000002
01-02-2011,17517,153.94
01-02-2011,17537,887.67
01-02-2011,17560,854.95
01-02-2011,17609,1105.78
01-02-2011,17613,4544.55
01-02-2011,17672,3178.17
01-02-2011,17686,5739.46
01-02-2011,17692,740.9399999999999
01-02-2011,17705,1823.52
01-02-2011,17774,1213.73
01-02-2011,17843,205.48
01-02-2011,17848,901.1999999999999
01-02-2011,17859,141.92000000000002
01-02-2011,17881,133.35000000000002
01-02-2011,17929,843.0
01-02-2011,17940,4020.04
01-02-2011,18017,523.0
01-02-2011,18075,2611.75
01-02-2011,18093,2106.52
01-02-2011,18159,530.15
01-02-2011,18202,1396.99
01-02-2011,18230,2810.2000000000003
01-02-2011,18250,349.27
01-03-2011,12352,2506.04
01-03-2011,12370,3541.94
01-03-2011,12417,3649.1
01-03-2011,12428,7956.46
01-03-2011,12520,2634.26
01-03-2011,12528,1933.48
01-03-2011,12541,981.18
01-03-2011,12547,207.79999999999998
01-03-2011,12553,3692.28
01-03-2011,12584,2338.15
01-03-2011,12614,315.6
01-03-2011,12623,305.1
01-03-2011,12679,1113.02
01-03-2011,12727,3980.7
01-03-2011,12758,2791.59
01-03-2011,12759,1531.44
01-03-2011,12817,166.04
01-03-2011,12834,312.38
01-03-2011,12866,559.12
01-03-2011,12873,374.0
01-03-2011,12881,298.0
01-03-2011,12924,933.7
01-03-2011,12933,607.53
01-03-2011,13001,9785.970000000001
01-03-2011,13014,3466.2799999999997
01-03-2011,13026,975.36
01-03-2011,13043,516.42
01-03-2011,13092,477.83
01-03-2011,13166,417.2
01-03-2011,13226,108.21000000000001
01-03-2011,13263,7436.93
01-03-2011,13265,2092.66
01-03-2011,13340,10736.48
01-03-2011,13344,2511.69
01-03-2011,13373,3312.25
01-03-2011,13382,222.99
01-03-2011,13476,1238.47
01-03-2011,13493,618.63
01-03-2011,13502,292.0
01-03-2011,13509,979.72
01-03-2011,13538,1280.85
01-03-2011,13557,584.06
01-03-2011,13654,2707.33
01-03-2011,13722,2375.41
01-03-2011,13884,787.6
01-03-2011,13899,388.52
01-03-2011,13908,2369.55
01-03-2011,13931,1237.53
01-03-2011,13953,3515.68
01-03-2011,13975,2461.2400000000002
01-03-2011,14012,328.8
01-03-2011,14013,473.02
01-03-2011,14056,8152.71
01-03-2011,14057,6211.66
01-03-2011,14064,1334.34
01-03-2011,14077,499.41999999999996
01-03-2011,14112,2915.15
01-03-2011,14114,386.53
01-03-2011,14165,120.44
01-03-2011,14214,1004.38
01-03-2011,14239,2380.85
01-03-2011,14247,136.76999999999998
01-03-2011,14291,3883.25
01-03-2011,14292,4871.93
01-03-2011,14297,1305.33
01-03-2011,14329,4975.24
01-03-2011,14334,2552.21
01-03-2011,14336,1614.91
01-03-2011,14350,282.93
01-03-2011,14352,1078.96
01-03-2011,14367,9227.82
01-03-2011,14407,2157.73
01-03-2011,14426,4481.67
01-03-2011,14447,1163.23
01-03-2011,14473,234.34000000000003
01-03-2011,14483,137.1
01-03-2011,14499,808.44
01-03-2011,14504,673.26
01-03-2011,14507,1367.88
01-03-2011,14524,1843.83
01-03-2011,14570,218.06
01-03-2011,14586,237.36
01-03-2011,14603,660.0
01-03-2011,14620,412.78000000000003
01-03-2011,14645,597.09
01-03-2011,14656,291.05
01-03-2011,14657,848.22
01-03-2011,14662,741.37
01-03-2011,14670,392.86
01-03-2011,14676,2548.2400000000002
01-03-2011,14701,2526.09
01-03-2011,14709,4921.04
01-03-2011,14727,268.58
01-03-2011,14730,1897.57
01-03-2011,14740,1448.21
01-03-2011,14779,386.15
01-03-2011,14803,845.55
01-03-2011,14817,1110.34
01-03-2011,14841,3295.76
01-03-2011,14854,2740.03
01-03-2011,14903,2795.33
01-03-2011,14913,1227.43
01-03-2011,14915,307.48
01-03-2011,14930,2362.96
01-03-2011,14934,1890.94
01-03-2011,14936,8137.02
01-03-2011,14976,790.86
01-03-2011,14995,231.98000000000002
01-03-2011,15026,469.0
01-03-2011,15031,653.19
01-03-2011,15049,121.17000000000002
01-03-2011,15053,693.95
01-03-2011,15057,1489.5
01-03-2011,15067,1744.76
01-03-2011,15071,982.07
01-03-2011,15087,306.94
01-03-2011,15092,457.81
01-03-2011,15104,993.54
01-03-2011,15206,420.29999999999995
01-03-2011,15220,1778.96
01-03-2011,15234,197.0
01-03-2011,15241,1756.44
01-03-2011,15257,317.15
01-03-2011,15290,7943.22
01-03-2011,15308,310.47
01-03-2011,15319,204.5
01-03-2011,15367,1877.59
01-03-2011,15393,231.86
01-03-2011,15400,716.2
01-03-2011,15416,3984.32
01-03-2011,15456,434.59000000000003
01-03-2011,15554,217.2
01-03-2011,15572,2533.42
01-03-2011,15606,2920.16
01-03-2011,15622,3709.56
01-03-2011,15632,3285.31
01-03-2011,15636,724.76
01-03-2011,15641,1887.2
01-03-2011,15643,664.0
01-03-2011,15675,323.69
01-03-2011,15676,3435.76
01-03-2011,15681,1426.16
01-03-2011,15696,2711.11
01-03-2011,15709,133.25
01-03-2011,15733,162.3
01-03-2011,15764,3279.97
01-03-2011,15806,784.58
01-03-2011,15819,1905.45
01-03-2011,15834,2225.15
01-03-2011,15869,149.64
01-03-2011,15944,325.1
01-03-2011,15974,3442.15
01-03-2011,16078,79.2
01-03-2011,16080,217.16
01-03-2011,16128,1880.22
01-03-2011,16136,709.38
01-03-2011,16159,348.2
01-03-2011,16212,690.34
01-03-2011,16217,304.25
01-03-2011,16225,1096.32
01-03-2011,16242,3579.86
01-03-2011,16316,2938.91
01-03-2011,16356,211.77
01-03-2011,16389,1382.07
01-03-2011,16414,126.25
01-03-2011,16426,1863.76
01-03-2011,16449,707.69
01-03-2011,16462,136.0
01-03-2011,16471,223.95000000000002
01-03-2011,16475,544.3
01-03-2011,16495,648.26
01-03-2011,16517,162.7
01-03-2011,16571,1421.69
01-03-2011,16572,1009.6
01-03-2011,16621,813.48
01-03-2011,16625,333.08
01-03-2011,16652,6773.97
01-03-2011,16678,3109.99
01-03-2011,16709,3029.87
01-03-2011,16712,3611.31
01-03-2011,16743,2213.13
01-03-2011,16766,1145.6
01-03-2011,16778,245.94
01-03-2011,16792,110.38000000000001
01-03-2011,16801,1594.23
01-03-2011,16808,288.42
01-03-2011,16915,621.6800000000001
01-03-2011,16917,391.52
01-03-2011,16927,543.05
01-03-2011,16957,416.64
01-03-2011,17001,3989.57
01-03-2011,17027,877.5600000000001
01-03-2011,17049,5655.03
01-03-2011,17050,3185.64
01-03-2011,17092,1774.03
01-03-2011,17107,10797.48
01-03-2011,17138,380.5
01-03-2011,17164,2467.35
01-03-2011,17194,262.62
01-03-2011,17306,8631.31
01-03-2011,17325,96.8
01-03-2011,17351,587.15
01-03-2011,17374,495.77
01-03-2011,17404,31906.82
01-03-2011,17416,6893.42
01-03-2011,17426,5037.26
01-03-2011,17449,2519.21
01-03-2011,17508,387.31
01-03-2011,17535,164.4
01-03-2011,17571,1425.67
01-03-2011,17639,108.5
01-03-2011,17652,4867.72
01-03-2011,17654,117.55
01-03-2011,17700,2534.64
01-03-2011,17730,5298.4800000000005
01-03-2011,17738,1879.05
01-03-2011,17769,3957.43
01-03-2011,17770,1143.27
01-03-2011,17789,225.9
01-03-2011,17817,387.68
01-03-2011,17856,1418.03
01-03-2011,17864,554.85
01-03-2011,17923,207.50000000000003
01-03-2011,17994,674.89
01-03-2011,17995,76.1
01-03-2011,18044,2088.6
01-03-2011,18086,101.34
01-03-2011,18149,612.0799999999999
01-03-2011,18173,2106.84
01-03-2011,18183,632.07
01-03-2011,18211,600.07
01-03-2011,18218,641.92
01-03-2011,18223,6484.54
01-03-2011,18280,180.60000000000002
01-04-2011,12348,1797.24
01-04-2011,12356,2811.43
01-04-2011,12363,552.0
01-04-2011,12423,1859.31
01-04-2011,12447,476.49
01-04-2011,12463,1344.78
01-04-2011,12569,4124.69
01-04-2011,12580,415.7
01-04-2011,12596,618.27
01-04-2011,12669,2744.0299999999997
01-04-2011,12678,17628.46
01-04-2011,12701,797.71
01-04-2011,12705,6868.29
01-04-2011,12717,1030.98
01-04-2011,12744,21279.29
01-04-2011,12854,1316.25
01-04-2011,12877,1535.77
01-04-2011,12901,17654.54
01-04-2011,12910,3075.04
01-04-2011,12928,2062.7000000000003
01-04-2011,12949,4167.22
01-04-2011,12951,1064.07
01-04-2011,12982,390.54
01-04-2011,12999,455.88
01-04-2011,13005,513.7
01-04-2011,13015,3339.64
01-04-2011,13018,7277.7
01-04-2011,13059,183.4
01-04-2011,13124,3756.33
01-04-2011,13157,1741.22
01-04-2011,13169,712.88
01-04-2011,13178,5725.47
01-04-2011,13184,1668.95
01-04-2011,13198,3401.2400000000002
01-04-2011,13203,869.46
01-04-2011,13232,1328.35
01-04-2011,13266,3834.2599999999998
01-04-2011,13268,3174.75
01-04-2011,13294,873.74
01-04-2011,13324,7121.95
01-04-2011,13362,3090.7400000000002
01-04-2011,13462,151.5
01-04-2011,13484,313.8
01-04-2011,13508,110.97
01-04-2011,13515,891.12
01-04-2011,13525,628.78
01-04-2011,13548,678.16
01-04-2011,13549,918.2
01-04-2011,13562,1799.33
01-04-2011,13570,239.49
01-04-2011,13577,1687.6000000000001
01-04-2011,13610,1082.33
01-04-2011,13623,727.74
01-04-2011,13626,257.23
01-04-2011,13630,2031.78
01-04-2011,13632,2118.93
01-04-2011,13634,1547.3600000000001
01-04-2011,13636,949.12
01-04-2011,13655,932.97
01-04-2011,13700,2248.63
01-04-2011,13712,228.84
01-04-2011,13718,306.55
01-04-2011,13731,610.59
01-04-2011,13752,1175.38
01-04-2011,13771,2634.45
01-04-2011,13781,127.84
01-04-2011,13841,85.0
01-04-2011,13846,865.0600000000001
01-04-2011,13863,305.78
01-04-2011,13892,632.97
01-04-2011,13950,745.06
01-04-2011,13956,1019.27
01-04-2011,13962,169.55
01-04-2011,13995,1393.69
01-04-2011,14006,962.19
01-04-2011,14023,584.07
01-04-2011,14111,692.85
01-04-2011,14195,1012.0
01-04-2011,14220,632.4
01-04-2011,14227,3350.96
01-04-2011,14246,1474.06
01-04-2011,14264,333.97
01-04-2011,14273,559.97
01-04-2011,14286,4628.75
01-04-2011,14289,911.26
01-04-2011,14311,310.26
01-04-2011,14326,183.85
01-04-2011,14339,309.52
01-04-2011,14403,1475.81
01-04-2011,14446,1010.35
01-04-2011,14450,483.25
01-04-2011,14535,2854.84
01-04-2011,14541,1453.35
01-04-2011,14546,2573.93
01-04-2011,14616,406.08000000000004
01-04-2011,14619,394.44
01-04-2011,14628,671.96
01-04-2011,14711,2839.62
01-04-2011,14719,1581.84
01-04-2011,14738,1314.45
01-04-2011,14747,328.2
01-04-2011,14844,3189.81
01-04-2011,14852,2836.69
01-04-2011,14886,364.8
01-04-2011,14895,11138.710000000001
01-04-2011,14912,867.85
01-04-2011,14924,310.05
01-04-2011,14958,483.72999999999996
01-04-2011,14961,7044.68
01-04-2011,14964,206.21
01-04-2011,14970,1592.06
01-04-2011,14981,102.12
01-04-2011,14998,414.87
01-04-2011,15058,2102.54
01-04-2011,15109,484.95
01-04-2011,15119,266.4
01-04-2011,15145,1194.73
01-04-2011,15179,2206.95
01-04-2011,15197,1079.6100000000001
01-04-2011,15201,1236.54
01-04-2011,15212,101.8
01-04-2011,15214,1661.44
01-04-2011,15223,755.75
01-04-2011,15244,631.57
01-04-2011,15251,10484.99
01-04-2011,15289,939.78
01-04-2011,15414,774.9000000000001
01-04-2011,15442,594.0
01-04-2011,15482,10879.76
01-04-2011,15493,1953.41
01-04-2011,15521,3000.2
01-04-2011,15530,1497.31
01-04-2011,15615,10399.74
01-04-2011,15655,560.67
01-04-2011,15665,2222.21
01-04-2011,15671,2657.13
01-04-2011,15674,2446.6
01-04-2011,15691,136.8
01-04-2011,15737,1188.1200000000001
01-04-2011,15754,458.57
01-04-2011,15756,528.01
01-04-2011,15775,104.9
01-04-2011,15777,1047.11
01-04-2011,15780,475.28000000000003
01-04-2011,15800,696.89
01-04-2011,15815,2100.6
01-04-2011,15874,4405.88
01-04-2011,15910,1228.88
01-04-2011,15917,123.1
01-04-2011,15932,2495.87
01-04-2011,15935,416.86
01-04-2011,15938,404.58
01-04-2011,16031,547.9
01-04-2011,16043,773.99
01-04-2011,16045,1340.7
01-04-2011,16105,336.96
01-04-2011,16133,14589.04
01-04-2011,16142,535.34
01-04-2011,16144,175.2
01-04-2011,16162,37.4
01-04-2011,16170,1885.05
01-04-2011,16172,1140.21
01-04-2011,16180,10254.18
01-04-2011,16188,981.86
01-04-2011,16209,2262.62
01-04-2011,16214,1062.75
01-04-2011,16224,1295.3
01-04-2011,16261,728.54
01-04-2011,16325,594.24
01-04-2011,16394,1555.34
01-04-2011,16407,2079.68
01-04-2011,16409,2022.98
01-04-2011,16469,625.42
01-04-2011,16556,3313.79
01-04-2011,16586,463.95
01-04-2011,16592,4113.68
01-04-2011,16609,5493.46
01-04-2011,16623,129.45
01-04-2011,16643,487.51
01-04-2011,16672,8134.9400000000005
01-04-2011,16696,657.9000000000001
01-04-2011,16697,112.75
01-04-2011,16729,7205.33
01-04-2011,16837,3170.98
01-04-2011,16843,10196.57
01-04-2011,16906,559.59
01-04-2011,16960,507.05
01-04-2011,16996,1456.96
01-04-2011,17042,1036.58
01-04-2011,17045,339.44
01-04-2011,17054,1356.33
01-04-2011,17133,4892.240000000001
01-04-2011,17140,454.12
01-04-2011,17160,3518.03
01-04-2011,17180,783.97
01-04-2011,17204,1564.56
01-04-2011,17268,763.64
01-04-2011,17278,246.04
01-04-2011,17288,1417.63
01-04-2011,17409,771.85
01-04-2011,17440,186.42000000000002
01-04-2011,17492,374.57
01-04-2011,17550,267.16
01-04-2011,17574,185.65
01-04-2011,17580,215.72
01-04-2011,17611,3961.12
01-04-2011,17629,1814.12
01-04-2011,17648,1797.5
01-04-2011,17669,3406.7200000000003
01-04-2011,17701,417.95
01-04-2011,17716,5655.99
01-04-2011,17719,5396.04
01-04-2011,17725,3439.08
01-04-2011,17744,2322.4
01-04-2011,17758,3408.2000000000003
01-04-2011,17783,283.47
01-04-2011,17799,3039.17
01-04-2011,17883,664.34
01-04-2011,17886,869.28
01-04-2011,17906,72.9
01-04-2011,17928,212.54
01-04-2011,17956,12.75
01-04-2011,17972,135.19
01-04-2011,18008,2116.19
01-04-2011,18036,403.12
01-04-2011,18040,357.20000000000005
01-04-2011,18080,1231.5
01-04-2011,18129,112.55000000000001
01-04-2011,18161,1618.69
01-04-2011,18185,304.25
01-04-2011,18263,1213.1599999999999
01-04-2011,18272,3078.58
01-05-2011,12355,459.4
01-05-2011,12372,1298.04
01-05-2011,12394,1272.48
01-05-2011,12399,1108.65
01-05-2011,12451,9035.52
01-05-2011,12476,6816.42
01-05-2011,12490,5417.93
01-05-2011,12590,9864.26
01-05-2011,12592,437.6
01-05-2011,12593,418.09999999999997
01-05-2011,12598,3023.08
01-05-2011,12625,2683.82
01-05-2011,12645,1775.18
01-05-2011,12649,623.51
01-05-2011,12684,2283.63
01-05-2011,12693,855.91
01-05-2011,12700,4939.99
01-05-2011,12726,2609.1
01-05-2011,12749,4090.88
01-05-2011,12757,7834.650000000001
01-05-2011,12821,92.72
01-05-2011,12840,2726.77
01-05-2011,12843,1702.26
01-05-2011,12867,4009.34
01-05-2011,12886,1378.4
01-05-2011,12888,354.12
01-05-2011,12891,331.0
01-05-2011,12948,2064.95
01-05-2011,12955,4757.16
01-05-2011,12976,738.6
01-05-2011,13003,149.05
01-05-2011,13012,1646.8400000000001
01-05-2011,13021,2616.38
01-05-2011,13037,881.07
01-05-2011,13052,348.15000000000003
01-05-2011,13055,1214.41
01-05-2011,13136,2607.61
01-05-2011,13139,5064.94
01-05-2011,13141,2388.75
01-05-2011,13220,819.2900000000001
01-05-2011,13235,1031.07
01-05-2011,13242,270.40000000000003
01-05-2011,13282,1132.14
01-05-2011,13301,618.09
01-05-2011,13320,1532.2
01-05-2011,13365,2225.37
01-05-2011,13404,252.49
01-05-2011,13427,582.6
01-05-2011,13450,2043.7199999999998
01-05-2011,13475,1431.78
01-05-2011,13477,1454.58
01-05-2011,13487,575.4
01-05-2011,13492,1269.84
01-05-2011,13524,680.1800000000001
01-05-2011,13561,141.85999999999999
01-05-2011,13592,247.95999999999998
01-05-2011,13601,693.32
01-05-2011,13642,312.28
01-05-2011,13662,881.26
01-05-2011,13692,1488.32
01-05-2011,13695,2504.13
01-05-2011,13711,252.06
01-05-2011,13723,199.85000000000002
01-05-2011,13741,668.4300000000001
01-05-2011,13742,3107.87
01-05-2011,13743,1341.6
01-05-2011,13762,306.72
01-05-2011,13835,834.57
01-05-2011,13837,266.59000000000003
01-05-2011,13867,1005.09
01-05-2011,13883,2674.48
01-05-2011,13888,595.67
01-05-2011,13952,3251.071
01-05-2011,13971,2758.26
01-05-2011,13985,7060.13
01-05-2011,13990,311.3
01-05-2011,13999,3901.81
01-05-2011,14000,635.66
01-05-2011,14005,2874.72
01-05-2011,14021,631.9
01-05-2011,14099,3104.17
01-05-2011,14110,5683.15
01-05-2011,14145,3742.2
01-05-2011,14149,446.62
01-05-2011,14173,450.84
01-05-2011,14191,4684.76
01-05-2011,14199,185.39999999999998
01-05-2011,14201,747.44
01-05-2011,14224,1009.73
01-05-2011,14245,1693.45
01-05-2011,14277,4188.0
01-05-2011,14288,426.6
01-05-2011,14304,383.45
01-05-2011,14340,134.7
01-05-2011,14341,2166.98
01-05-2011,14353,90.6
01-05-2011,14364,3717.35
01-05-2011,14393,67.95
01-05-2011,14397,2612.96
01-05-2011,14421,813.11
