CustomerID,CustomerRevenue,TotalOrders,AOV
12684,2283.63,7,326.23285714285714
12685,2863.08,6,477.18
12686,89.14,1,89.14
12688,4873.8099999999995,1,4873.8099999999995
12689,1247.61,2,623.805
12690,389.01,1,389.01
12691,1035.8,6,172.63333333333333
12693,855.91,4,213.9775
12694,869.67,2,434.835
12695,582.1,4,145.525
12697,957.59,3,319.19666666666666
12700,4939.99,4,1234.9975
12701,797.71,2,398.855
12702,219.0,1,219.0
12703,283.55,1,283.55
12704,2340.84,8,292.605
12705,6868.29,9,763.1433333333333
12707,603.42,1,603.42
12708,2712.91,10,271.291
12709,9706.52,15,647.1013333333334
12710,1149.02,3,383.00666666666666
12712,4396.13,13,338.1638461538462
12713,848.55,1,848.55
12714,4708.86,5,941.7719999999999
12715,343.36,1,343.36
12716,1053.49,2,526.745
12717,1030.98,2,515.49
12718,238.25,1,238.25
12719,644.95,2,322.475
12720,5781.73,25,231.26919999999998
12721,2656.13,6,442.68833333333333
12722,997.63,4,249.4075
12723,725.07,5,145.014
12724,1031.41,4,257.8525
12725,427.8,1,427.8
12726,2609.1,7,372.7285714285714
12727,3980.7,7,568.6714285714286
12728,836.33,4,209.0825
12729,453.01,1,453.01
12731,18895.91,12,1574.6591666666666
12732,236.26000000000002,1,236.26000000000002
12733,383.95,1,383.95
12734,110.39999999999999,1,110.39999999999999
12735,779.5699999999999,2,389.78499999999997
12736,234.0,1,234.0
12738,155.35,1,155.35
12739,1013.04,2,506.52
12740,427.6,1,427.6
12743,540.13,2,270.065
12744,21279.29,7,3039.8985714285714
12747,4196.01,11,381.4554545454546
12748,33053.19,209,158.14923444976077
12749,4090.88,5,818.176
12750,275.88,1,275.88
12752,4366.78,1,4366.78
12753,21429.39,6,3571.565
12754,3010.74,3,1003.5799999999999
12755,3811.95,2,1905.975
12756,112.07999999999998,1,112.07999999999998
12757,7834.650000000001,13,602.6653846153847
12758,2791.59,2,1395.795
12759,1531.44,3,510.48
12762,1898.52,2,949.26
12763,494.08,2,247.04
12764,1693.88,1,1693.88
12766,6989.63,7,998.5185714285715
12769,1143.6,1,1143.6
12770,1351.45,1,1351.45
12772,892.47,1,892.47
12775,1386.04,5,277.20799999999997
12778,822.23,6,137.03833333333333
12779,3981.36,8,497.67
12781,826.74,2,413.37
12782,2330.92,5,466.184
12783,2225.91,6,370.98499999999996
12784,532.8199999999999,2,266.40999999999997
12785,311.95,1,311.95
12787,463.66,3,154.55333333333334
12789,91.85,1,91.85
12790,324.92,1,324.92
12791,192.60000000000002,1,192.60000000000002
12792,400.53999999999996,1,400.53999999999996
12793,545.48,2,272.74
12794,860.41,2,430.205
12795,430.48,1,430.48
12797,254.03,1,254.03
12798,6977.04,3,2325.68
12802,427.58,1,427.58
12808,483.65000000000003,3,161.21666666666667
12809,489.31,1,489.31
12811,514.85,3,171.61666666666667
12812,229.64000000000001,1,229.64000000000001
12814,125.92,1,125.92
12815,1063.46,2,531.73
12816,572.2,2,286.1
12817,166.04,1,166.04
12818,1542.08,1,1542.08
12820,942.34,4,235.585
12821,92.72,1,92.72
12822,948.88,2,474.44
12823,1759.5,5,351.9
12824,397.12,1,397.12
12826,1474.72,7,210.67428571428573
12827,430.15000000000003,3,143.38333333333335
12828,1018.71,6,169.785
12829,293.0,2,146.5
12830,6814.64,6,1135.7733333333333
12831,215.05,1,215.05
12832,383.03,2,191.515
12833,417.38,1,417.38
12834,312.38,1,312.38
12836,2610.36,4,652.59
12837,134.1,1,134.1
12838,671.95,2,335.975
12839,5591.42,14,399.38714285714286
12840,2726.77,4,681.6925
12841,3991.58,25,159.6632
12842,1118.99,2,559.495
12843,1702.26,8,212.7825
12844,325.96000000000004,2,162.98000000000002
12845,354.09,4,88.5225
12847,843.64,1,843.64
12849,1010.29,2,505.145
12851,131.81,1,131.81
12852,311.55,1,311.55
12853,1957.1000000000001,6,326.18333333333334
12854,1316.25,3,438.75
12855,38.1,1,38.1
12856,2170.78,6,361.7966666666667
12857,1106.4,2,553.2
12863,521.2,1,521.2
12864,147.12,1,147.12
12865,1568.23,2,784.115
12866,559.12,1,559.12
12867,4009.34,7,572.7628571428571
12868,1607.0600000000002,6,267.84333333333336
12871,380.64,2,190.32
12872,599.97,2,299.985
12873,374.0,1,374.0
12875,343.2300000000001,2,171.61500000000004
12876,2218.02,2,1109.01
12877,1535.77,12,127.98083333333334
12878,854.99,2,427.495
12879,573.22,3,191.07333333333335
12881,298.0,1,298.0
12882,1463.04,2,731.52
12883,703.47,4,175.8675
12884,309.05,1,309.05
12885,1175.22,3,391.74
12886,1378.4,2,689.2
12888,354.12,2,177.06
12890,376.71999999999997,1,376.71999999999997
12891,331.0,3,110.33333333333333
12893,176.55,1,176.55
12895,372.8,2,186.4
12897,216.5,2,108.25
12901,17654.54,28,630.5192857142857
12902,138.68,1,138.68
12904,496.06,2,248.03
12906,2919.81,5,583.962
12908,750.0,2,375.0
12909,2178.67,5,435.73400000000004
12910,3075.04,8,384.38
12912,1662.3,5,332.46
12913,2483.63,5,496.726
12915,363.65,2,181.825
12916,2944.95,4,736.2375
12917,594.0,1,594.0
12919,1335.19,6,222.53166666666667
12920,162.78,1,162.78
12921,16587.09,37,448.29972972972973
12922,405.38,1,405.38
12923,172.82,1,172.82
12924,933.7,4,233.425
12925,694.05,2,347.025
12928,2062.7000000000003,5,412.5400000000001
12929,117.85,1,117.85
12930,415.8,2,207.9
12931,42055.96,15,2803.730666666667
12933,607.53,3,202.51
12935,2160.7,7,308.6714285714285
12936,1063.9,4,265.975
12937,1504.27,4,376.0675
12938,114.14,1,114.14
12939,11581.8,8,1447.725
12940,899.69,2,449.845
12942,675.6,3,225.20000000000002
12944,604.51,2,302.255
12945,462.95,1,462.95
12947,1603.99,6,267.33166666666665
12948,2064.95,7,294.99285714285713
12949,4167.22,8,520.9025
12950,1843.0,3,614.3333333333334
12951,1064.07,6,177.345
12952,1387.79,4,346.9475
12953,329.85,1,329.85
12955,4757.16,11,432.4690909090909
12956,108.07,1,108.07
12957,4017.54,8,502.1925
12962,266.39,2,133.195
12963,1856.63,8,232.07875
12965,769.8100000000001,1,769.8100000000001
12966,160.18,1,160.18
12967,1660.9,2,830.45
12968,135.95,1,135.95
12970,405.47,4,101.3675
12971,11189.91,86,130.11523255813952
12974,144.8,1,144.8
12976,738.6,1,738.6
12977,39.239999999999995,1,39.239999999999995
12980,7374.900000000001,9,819.4333333333334
12981,372.21999999999997,2,186.10999999999999
12982,390.54,1,390.54
12984,97.5,1,97.5
12985,1239.38,2,619.69
12987,558.7,2,279.35
12988,505.82,1,505.82
12989,6924.110000000001,15,461.6073333333334
12990,409.5,3,136.5
12991,503.76,2,251.88
12993,414.76,4,103.69
12994,974.4200000000001,3,324.8066666666667
12995,211.32,1,211.32
12997,1226.89,4,306.7225
12999,455.88,3,151.96
13000,534.85,3,178.28333333333333
13001,9785.970000000001,13,752.7669230769231
13002,120.94999999999999,1,120.94999999999999
13003,149.05,3,49.68333333333334
13004,5655.91,18,314.21722222222223
13005,513.7,2,256.85
13006,81.57,1,81.57
13008,229.46999999999997,1,229.46999999999997
13011,50.550000000000004,1,50.550000000000004
13012,1646.8400000000001,8,205.85500000000002
13013,4810.9400000000005,13,370.07230769230773
13014,3466.2799999999997,10,346.628
13015,3339.64,5,667.928
13016,789.89,3,263.2966666666667
13017,204.0,1,204.0
13018,7277.7,28,259.91785714285714
13021,2616.38,9,290.7088888888889
13023,689.9,2,344.95
13026,975.36,5,195.072
13027,6912.0,6,1152.0
13028,661.3199999999999,2,330.65999999999997
13029,1247.5,3,415.8333333333333
13030,752.4399999999999,2,376.21999999999997
13032,1010.18,2,505.09
13033,190.55,1,190.55
13034,642.77,2,321.385
13035,921.88,2,460.94
13037,881.07,3,293.69
13038,908.46,3,302.82
13040,676.99,2,338.495
13043,516.42,1,516.42
13044,560.47,1,560.47
13045,305.28000000000003,1,305.28000000000003
13046,629.31,2,314.655
13047,3237.54,10,323.754
13048,1819.41,4,454.8525
13049,656.6800000000001,2,328.34000000000003
13050,5836.86,17,343.3447058823529
13052,348.15000000000003,1,348.15000000000003
13055,1214.41,3,404.80333333333334
13058,271.40000000000003,3,90.46666666666668
13059,183.4,1,183.4
13060,307.53,1,307.53
13061,248.61,1,248.61
13062,346.98,1,346.98
13064,1105.59,4,276.3975
13065,205.86,1,205.86
13066,470.8,2,235.4
13067,115.46000000000001,1,115.46000000000001
13068,344.0,2,172.0
13069,4431.44,24,184.64333333333332
13070,228.8,1,228.8
13072,177.15,1,177.15
13075,919.61,1,919.61
13077,728.02,4,182.005
13078,12627.94,26,485.69
13079,220.10000000000002,5,44.02
13080,58.08,1,58.08
13081,28337.38,11,2576.1254545454544
13082,3613.63,9,401.51444444444445
13083,303.75,2,151.875
13085,416.08000000000004,2,208.04000000000002
13089,58762.08,97,605.7946391752578
13090,8910.82,14,636.4871428571429
13091,345.82,1,345.82
13092,477.83,5,95.566
13093,7832.47,8,979.05875
13094,1927.3200000000002,12,160.61
13095,74.39999999999999,1,74.39999999999999
13097,6003.22,10,600.322
13098,28882.44,28,1031.5157142857142
13099,207.35999999999999,1,207.35999999999999
13101,101.19,1,101.19
13102,6424.09,24,267.67041666666665
13103,243.94,1,243.94
13104,1098.48,6,183.08
13106,76.5,1,76.5
13107,1531.6200000000001,4,382.90500000000003
13108,350.06,1,350.06
13109,786.54,2,393.27
13110,1488.67,7,212.66714285714286
13113,12245.960000000001,24,510.2483333333334
13115,2294.78,4,573.695
13116,501.14,1,501.14
13117,984.91,8,123.11375
13118,1197.81,5,239.56199999999998
13120,30.599999999999998,1,30.599999999999998
13121,283.73,1,283.73
13122,922.39,2,461.195
13124,3756.33,3,1252.11
13126,2099.64,8,262.455
13127,259.17,1,259.17
13130,64.0,1,64.0
13131,1073.3,3,357.76666666666665
13132,77.3,1,77.3
13133,109.8,2,54.9
13134,1793.58,4,448.395
13135,3096.0,1,3096.0
13136,2607.61,5,521.522
13137,3603.29,8,450.41125
13138,962.39,6,160.39833333333334
13139,5064.94,7,723.5628571428571
13140,422.47,3,140.82333333333335
13141,2388.75,5,477.75
13142,307.09,1,307.09
13144,110.95,1,110.95
13145,618.52,4,154.63
13146,228.91,1,228.91
13147,712.8000000000001,4,178.20000000000002
13148,3683.26,12,306.93833333333333
13149,1676.06,4,419.015
13151,1257.8700000000001,1,1257.8700000000001
13153,486.22,1,486.22
13155,971.76,4,242.94
13157,1741.22,4,435.305
13158,1201.06,4,300.265
13159,1429.35,4,357.3375
13160,91.8,1,91.8
13161,112.75,1,112.75
13162,1688.29,4,422.0725
13165,1021.48,2,510.74
13166,417.2,1,417.2
13167,791.33,4,197.8325
13168,1299.59,4,324.8975
13169,712.88,2,356.44
13170,108.81,1,108.81
13171,468.41,3,156.13666666666668
13173,353.65,2,176.825
13174,2742.82,3,914.2733333333334
13176,481.49,1,481.49
13177,282.45,1,282.45
13178,5725.47,11,520.4972727272727
13182,121.18,1,121.18
13183,3957.78,9,439.75333333333333
13184,1668.95,10,166.895
13185,71.4,1,71.4
13186,1575.89,3,525.2966666666667
13187,236.02,1,236.02
13188,114.60000000000001,1,114.60000000000001
13189,260.68,2,130.34
13192,911.94,2,455.97
13193,112.08,1,112.08
13194,60.7,1,60.7
13196,1797.78,4,449.445
13198,3401.2400000000002,6,566.8733333333333
13199,9817.12,38,258.34526315789475
13200,870.09,4,217.5225
13203,869.46,4,217.365
13207,250.26000000000002,2,125.13000000000001
13208,1217.65,6,202.9416666666667
13209,5891.61,8,736.45125
13210,353.48,1,353.48
13211,1095.42,3,365.14000000000004
13212,786.83,3,262.2766666666667
13213,1520.58,5,304.116
13216,333.74,1,333.74
13217,533.98,3,177.99333333333334
13218,62.63999999999999,1,62.63999999999999
13220,819.2900000000001,4,204.82250000000002
13221,847.41,2,423.705
13223,163.20000000000002,2,81.60000000000001
13224,2155.95,2,1077.975
13225,6463.84,7,923.4057142857143
13226,108.21000000000001,1,108.21000000000001
13227,257.7,1,257.7
13228,358.0,1,358.0
13229,160.95,1,160.95
13230,2755.63,14,196.8307142857143
13232,1328.35,7,189.7642857142857
13233,605.12,2,302.56
13235,1031.07,1,1031.07
13236,744.85,2,372.425
13238,700.73,4,175.1825
13239,329.56,1,329.56
13240,663.65,4,165.9125
13242,270.40000000000003,3,90.13333333333334
13243,585.12,1,585.12
13244,121.74000000000001,1,121.74000000000001
13245,430.5,1,430.5
13246,1961.52,6,326.92
13247,501.12,4,125.28
13248,465.68,2,232.84
13249,711.41,3,237.13666666666666
13253,1030.4,2,515.2
13255,399.51,2,199.755
13258,672.83,3,224.27666666666667
13259,283.18,1,283.18
13260,557.62,1,557.62
13261,944.1,2,472.05
13262,200.29,1,200.29
13263,7436.93,35,212.48371428571429
13265,2092.66,5,418.532
13266,3834.2599999999998,12,319.52166666666665
13267,4521.49,19,237.97315789473683
13268,3174.75,11,288.6136363636364
13269,5343.28,15,356.21866666666665
13270,590.0,1,590.0
13271,211.49,1,211.49
13272,276.56,2,138.28
13273,138.98,1,138.98
13276,590.9300000000001,2,295.46500000000003
13277,258.4,4,64.6
13278,542.73,1,542.73
13279,137.75,1,137.75
13280,798.46,3,266.15333333333336
13282,1132.14,3,377.38000000000005
13283,93.66,2,46.83
13284,201.19,1,201.19
13285,2709.12,4,677.28
13291,361.11,1,361.11
13292,578.9399999999999,2,289.46999999999997
13294,873.74,2,436.87
13295,201.20000000000002,1,201.20000000000002
13296,87.4,1,87.4
13297,2089.85,4,522.4625
13298,360.0,1,360.0
13299,142.5,1,142.5
13300,371.89,1,371.89
13301,618.09,4,154.5225
13302,63.75,1,63.75
13304,300.42,1,300.42
13305,2000.86,10,200.08599999999998
13307,15.0,1,15.0
13308,1385.51,3,461.83666666666664
13309,1456.79,5,291.358
13310,1132.03,3,377.3433333333333
13311,598.57,2,299.285
13313,1555.32,5,311.06399999999996
13314,775.94,3,258.6466666666667
13316,5732.93,4,1433.2325
13317,2273.68,6,378.94666666666666
13318,640.76,3,213.58666666666667
13319,10845.550000000001,26,417.1365384615385
13320,1532.2,4,383.05
13321,567.36,2,283.68
13322,199.48000000000002,1,199.48000000000002
13323,787.85,5,157.57
13324,7121.95,10,712.1949999999999
13325,675.3,1,675.3
13327,3627.77,8,453.47125
13328,1308.48,1,1308.48
13329,789.0,2,394.5
13330,1140.93,3,380.31
13332,350.9,1,350.9
13334,3502.32,3,1167.44
13336,795.12,1,795.12
13338,487.02,1,487.02
13339,860.12,1,860.12
13340,10736.48,7,1533.782857142857
13341,775.85,1,775.85
13343,353.43,1,353.43
13344,2511.69,3,837.23
13345,389.5,1,389.5
13347,341.36,1,341.36
13348,233.76,1,233.76
13349,247.32,1,247.32
13350,979.12,2,489.56
13351,373.94,1,373.94
13352,397.97999999999996,1,397.97999999999996
13354,743.53,1,743.53
13355,674.7,1,674.7
13356,768.24,1,768.24
13357,609.4,1,609.4
13358,439.03,1,439.03
13359,439.56,1,439.56
13362,3090.7400000000002,4,772.6850000000001
13363,992.5,2,496.25
13364,134.95999999999998,1,134.95999999999998
13365,2225.37,2,1112.685
13366,56.160000000000004,1,56.160000000000004
13368,623.4,2,311.7
13369,308.28000000000003,1,308.28000000000003
13370,754.87,1,754.87
13372,378.64,1,378.64
13373,3312.25,3,1104.0833333333333
13375,778.65,1,778.65
13376,1019.76,3,339.92
13379,572.56,3,190.85333333333332
13381,3639.31,6,606.5516666666666
13382,222.99,1,222.99
13384,4151.93,7,593.1328571428572
13385,534.57,1,534.57
13388,677.1,2,338.55
13389,797.96,3,265.9866666666667
13390,544.08,1,544.08
13391,59.8,1,59.8
13394,2520.02,8,315.0025
13395,307.72,1,307.72
13396,1360.99,2,680.495
13397,1544.13,5,308.826
13398,457.34,1,457.34
13402,621.23,2,310.615
13403,75.0,1,75.0
13404,252.49,2,126.245
13405,572.451,3,190.817
13408,28117.04,62,453.5006451612903
13410,1003.06,5,200.612
13411,213.55,1,213.55
13414,1390.5,3,463.5
13416,712.5,2,356.25
13417,640.83,2,320.415
13418,6127.43,18,340.4127777777778
13419,221.06,1,221.06
13420,159.85,2,79.925
13421,1833.71,2,916.855
13422,2626.3,1,2626.3
13425,1624.21,3,541.4033333333333
13426,3641.32,10,364.132
13427,582.6,3,194.20000000000002
13428,201.78,1,201.78
13429,1006.8,4,251.7
13430,679.45,2,339.725
13431,1269.1,2,634.55
13434,534.24,2,267.12
13435,3809.8900000000003,7,544.2700000000001
13436,196.89,1,196.89
13437,3408.06,7,486.86571428571426
13439,283.71,1,283.71
13441,296.64,1,296.64
13447,1129.14,3,376.38000000000005
13448,3534.69,6,589.115
13449,291.88,1,291.88
13450,2043.7199999999998,6,340.61999999999995
13451,2898.2599999999998,5,579.6519999999999
13452,590.0,2,295.0
13453,356.97999999999996,2,178.48999999999998
13455,1058.34,2,529.17
13456,1766.72,6,294.4533333333333
13458,9646.57,14,689.0407142857142
13460,183.44,2,91.72
13461,1445.0,3,481.6666666666667
13462,151.5,1,151.5
13464,674.68,1,674.68
13466,307.9,1,307.9
13467,1071.91,2,535.955
13468,5704.97,37,154.1883783783784
13470,165.0,2,82.5
13471,2501.84,4,625.46
13473,422.64,2,211.32
13474,226.84,1,226.84
13475,1431.78,4,357.945
13476,1238.47,2,619.235
13477,1454.58,6,242.42999999999998
13479,300.95,2,150.475
13481,1804.56,5,360.912
13482,184.64,1,184.64
13483,140.34,1,140.34
13484,313.8,1,313.8
13485,454.24,1,454.24
13486,1122.41,3,374.1366666666667
13487,575.4,3,191.79999999999998
13488,8968.31,13,689.87
13489,449.52,4,112.38
13491,1215.82,10,121.582
13492,1269.84,3,423.28
13493,618.63,2,309.315
13494,316.26000000000005,1,316.26000000000005
13495,2044.8700000000001,5,408.97400000000005
13496,653.33,2,326.665
13497,348.05,2,174.025
13499,1159.11,5,231.82199999999997
13500,1166.77,3,388.92333333333335
13501,1340.32,1,1340.32
13502,292.0,3,97.33333333333333
13503,216.85,1,216.85
13504,295.93,1,295.93
13505,4393.63,4,1098.4075
13506,458.52,2,229.26
13507,2479.16,4,619.79
13508,110.97,1,110.97
13509,979.72,7,139.96
13510,1791.56,4,447.89
13512,251.21,1,251.21
13513,205.1,1,205.1
13514,152.20000000000002,1,152.20000000000002
13515,891.12,4,222.78
13516,1389.41,3,463.1366666666667
13517,2128.42,3,709.4733333333334
13518,627.16,1,627.16
13519,122.75,1,122.75
13520,3624.35,6,604.0583333333333
13521,1071.73,3,357.24333333333334
13522,125.80000000000001,1,125.80000000000001
13523,3964.88,5,792.976
13524,680.1800000000001,5,136.036
13525,628.78,2,314.39
13527,2242.36,7,320.33714285714285
13529,307.76,2,153.88
13531,483.8,2,241.9
13532,210.31,1,210.31
13533,269.09,3,89.69666666666666
13534,5870.08,25,234.8032
13536,3444.39,7,492.05571428571426
13538,1280.85,7,182.97857142857143
13539,631.34,3,210.4466666666667
13544,276.06,2,138.03
13546,621.09,3,207.03
13548,678.16,2,339.08
13549,918.2,7,131.17142857142858
13551,91.80000000000001,1,91.80000000000001
13552,3740.07,12,311.6725
13555,4098.88,4,1024.72
13557,584.06,2,292.03
13558,594.52,4,148.63
13560,171.42000000000002,1,171.42000000000002
13561,141.85999999999999,1,141.85999999999999
13562,1799.33,3,599.7766666666666
13563,777.53,2,388.765
13564,1724.67,3,574.89
13565,240.22,2,120.11
